menu_fd_Code,menu_fd_Nm,upper_Fd_Grupp_Nm,fd_Grupp_Nm,ingredient_text,document
D121004,고등어튀김,튀김류,어패류튀김,"고등어, 구운것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금","메뉴명: 고등어튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 고등어, 구운것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금"
D121005,광어튀김,튀김류,어패류튀김,"넙치(광어), 생것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금","메뉴명: 광어튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 넙치(광어), 생것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금"
D121006,굴비튀김,튀김류,어패류튀김,"조기(참조기), 굴비, 소금에 절여 말린것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름","메뉴명: 굴비튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 조기(참조기), 굴비, 소금에 절여 말린것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름"
D121007,꽁치튀김,튀김류,어패류튀김,"꽁치, 구운것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름, 소금, 천일염, 가는소금","메뉴명: 꽁치튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 꽁치, 구운것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름, 소금, 천일염, 가는소금"
D121008,농어튀김,튀김류,어패류튀김,"농어, 구운것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루","메뉴명: 농어튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 농어, 구운것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루"
D121009,대구튀김,튀김류,어패류튀김,"대구, 구운것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름, 소금, 천일염, 가는소금","메뉴명: 대구튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 대구, 구운것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름, 소금, 천일염, 가는소금"
D121010,도미튀김,튀김류,어패류튀김,"돔, 참돔, 구운것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름, 소금, 천일염, 가는소금","메뉴명: 도미튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 돔, 참돔, 구운것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름, 소금, 천일염, 가는소금"
D121011,동태튀김(녹말가루),튀김류,어패류튀김,"명태, 동태, 냉동, 콩기름, 전분, 감자, 가루, 소금, 천일염, 가는소금, 후추, 검은색, 가루","메뉴명: 동태튀김(녹말가루)
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 명태, 동태, 냉동, 콩기름, 전분, 감자, 가루, 소금, 천일염, 가는소금, 후추, 검은색, 가루"
D121012,동태튀김(튀김옷),튀김류,어패류튀김,"명태, 동태, 냉동, 달걀, 부침(달걀프라이), 밀, 중력밀가루, 콩기름, 소금, 천일염, 가는소금, 후추, 검은색, 가루","메뉴명: 동태튀김(튀김옷)
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 명태, 동태, 냉동, 달걀, 부침(달걀프라이), 밀, 중력밀가루, 콩기름, 소금, 천일염, 가는소금, 후추, 검은색, 가루"
D121013,망둑어튀김,튀김류,어패류튀김,"문절망둑, 생것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루","메뉴명: 망둑어튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 문절망둑, 생것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루"
D121014,멸치튀김,튀김류,어패류튀김,"멸치, 생것, 밀, 중력밀가루, 콩기름, 소금, 천일염, 가는소금","메뉴명: 멸치튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 멸치, 생것, 밀, 중력밀가루, 콩기름, 소금, 천일염, 가는소금"
D121015,민어튀김,튀김류,어패류튀김,"민어, 생것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금","메뉴명: 민어튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 민어, 생것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금"
D121016,방게튀김,튀김류,어패류튀김,"게, 방게, 생것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루","메뉴명: 방게튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 게, 방게, 생것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루"
D121017,방어튀김,튀김류,어패류튀김,"방어, 생것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루","메뉴명: 방어튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 방어, 생것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루"
D121018,뱅어포튀김,튀김류,어패류튀김,"뱅어, 포, 말린것, 밀, 중력밀가루, 콩기름","메뉴명: 뱅어포튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 뱅어, 포, 말린것, 밀, 중력밀가루, 콩기름"
D121019,병어튀김,튀김류,어패류튀김,"병어, 생것, 밀, 중력밀가루, 콩기름, 소금, 천일염, 가는소금","메뉴명: 병어튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 병어, 생것, 밀, 중력밀가루, 콩기름, 소금, 천일염, 가는소금"
D121020,볼락튀김,튀김류,어패류튀김,"볼락, 생것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루","메뉴명: 볼락튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 볼락, 생것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루"
D121021,볼락튀김(불볼락),튀김류,어패류튀김,"볼락, 불볼락, 생것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루","메뉴명: 볼락튀김(불볼락)
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 볼락, 불볼락, 생것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루"
D121022,볼락튀김(장문볼락),튀김류,어패류튀김,"장문볼락, 생것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루","메뉴명: 볼락튀김(장문볼락)
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 장문볼락, 생것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루"
D121023,북어강정,튀김류,어패류튀김,"명태, 북어, 말린것, 밀, 중력밀가루, 고추장, 개량, 물엿, 콩기름, 소금, 천일염, 가는소금, 참기름, 고춧가루","메뉴명: 북어강정
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 명태, 북어, 말린것, 밀, 중력밀가루, 고추장, 개량, 물엿, 콩기름, 소금, 천일염, 가는소금, 참기름, 고춧가루"
D121024,북어튀김,튀김류,어패류튀김,"명태, 북어, 말린것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루","메뉴명: 북어튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 명태, 북어, 말린것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루"
D121025,삼치튀김,튀김류,어패류튀김,"삼치, 생것, 밀, 중력밀가루, 콩기름, 소금, 천일염, 가는소금","메뉴명: 삼치튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 삼치, 생것, 밀, 중력밀가루, 콩기름, 소금, 천일염, 가는소금"
D121026,새우튀김,튀김류,어패류튀김,"새우, 꽃새우, 튀긴것(빵가루)","메뉴명: 새우튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 새우, 꽃새우, 튀긴것(빵가루)"
D121027,새치튀김,튀김류,어패류튀김,"황새치, 구운것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루","메뉴명: 새치튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 황새치, 구운것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루"
D121028,생선가스,튀김류,어패류튀김,"대구, 구운것, 밀, 중력밀가루, 콩기름","메뉴명: 생선가스
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 대구, 구운것, 밀, 중력밀가루, 콩기름"
D121029,생선뼈튀김(장어),튀김류,어패류튀김,"장어, 붕장어, 뼈, 튀긴것, 콩기름","메뉴명: 생선뼈튀김(장어)
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 장어, 붕장어, 뼈, 튀긴것, 콩기름"
D121030,어묵튀김,튀김류,어패류튀김,"어묵, 달걀, 부침(달걀프라이), 콩기름, 밀, 튀김가루","메뉴명: 어묵튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 어묵, 달걀, 부침(달걀프라이), 콩기름, 밀, 튀김가루"
D121031,연어튀김,튀김류,어패류튀김,"연어, 생것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름, 소금, 천일염, 가는소금","메뉴명: 연어튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 연어, 생것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름, 소금, 천일염, 가는소금"
D121032,오징어탕수,튀김류,어패류튀김,"오징어, 구운것, 달걀, 부침(달걀프라이), 양파, 데친것, 오이, 다다기, 생것, 파인애플, 통조림, 고형물, 당근, 뿌리, 데친것, 전분, 감자, 가루, 콩기름, 토마토 케첩, 참기름, 설탕, 백설탕, 소금, 천일염, 가는소금, 식초, 양조, 간장, 개량, 양조","메뉴명: 오징어탕수
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 오징어, 구운것, 달걀, 부침(달걀프라이), 양파, 데친것, 오이, 다다기, 생것, 파인애플, 통조림, 고형물, 당근, 뿌리, 데친것, 전분, 감자, 가루, 콩기름, 토마토 케첩, 참기름, 설탕, 백설탕, 소금, 천일염, 가는소금, 식초, 양조, 간장, 개량, 양조"
D121033,오징어튀김,튀김류,어패류튀김,"오징어, 구운것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금","메뉴명: 오징어튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 오징어, 구운것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금"
D121034,우럭튀김,튀김류,어패류튀김,"볼락, 조피볼락(우럭), 생것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름, 소금, 천일염, 가는소금","메뉴명: 우럭튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 볼락, 조피볼락(우럭), 생것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름, 소금, 천일염, 가는소금"
D121035,임연수어튀김,튀김류,어패류튀김,"임연수어, 생것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름, 소금, 천일염, 가는소금","메뉴명: 임연수어튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 임연수어, 생것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름, 소금, 천일염, 가는소금"
D121036,장어튀김,튀김류,어패류튀김,"장어, 뱀장어, 생것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루","메뉴명: 장어튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 장어, 뱀장어, 생것, 밀, 튀김가루, 콩기름, 밀, 중력밀가루"
D121037,조기튀김,튀김류,어패류튀김,"조기(참조기), 생것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금","메뉴명: 조기튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 조기(참조기), 생것, 달걀, 부침(달걀프라이), 밀, 튀김가루, 콩기름, 소금, 천일염, 가는소금"
D121038,쥐포튀김,튀김류,어패류튀김,"쥐치, 포, 말린것, 밀, 튀김가루, 콩기름, 당근, 뿌리, 데친것, 파, 쪽파, 생것","메뉴명: 쥐포튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 쥐치, 포, 말린것, 밀, 튀김가루, 콩기름, 당근, 뿌리, 데친것, 파, 쪽파, 생것"
D121039,참치강정,튀김류,어패류튀김,"다랑어, 참다랑어, 구운것, 밀, 중력밀가루, 고추장, 개량, 물엿, 콩기름, 소금, 천일염, 가는소금, 참기름, 고춧가루","메뉴명: 참치강정
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 다랑어, 참다랑어, 구운것, 밀, 중력밀가루, 고추장, 개량, 물엿, 콩기름, 소금, 천일염, 가는소금, 참기름, 고춧가루"
D121040,참치튀김,튀김류,어패류튀김,"다랑어, 참다랑어, 구운것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름, 소금, 천일염, 가는소금","메뉴명: 참치튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 다랑어, 참다랑어, 구운것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름, 소금, 천일염, 가는소금"
D121041,청어튀김,튀김류,어패류튀김,"청어, 생것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름, 소금, 천일염, 가는소금","메뉴명: 청어튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 청어, 생것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름, 소금, 천일염, 가는소금"
D121042,황새치튀김,튀김류,어패류튀김,"조기(참조기), 생것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름, 소금, 천일염, 가는소금","메뉴명: 황새치튀김
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 조기(참조기), 생것, 밀, 튀김가루, 달걀, 부침(달걀프라이), 콩기름, 소금, 천일염, 가는소금"
D121043,다시마튀각,튀김류,어패류튀김,"다시마, 말린것, 설탕, 백설탕, 참깨, 흰색, 볶은것, 콩기름","메뉴명: 다시마튀각
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 다시마, 말린것, 설탕, 백설탕, 참깨, 흰색, 볶은것, 콩기름"
D121044,두부해물완자,튀김류,어패류튀김,"두부, 오징어, 생것, 새우, 흰다리새우, 생것, 전분, 감자, 가루, 밀, 부침가루, 달걀, 생것, 꿀, 새우, 꽃새우, 삶아서 말린것, 마늘, 생것, 파, 생것, 양파, 생것, 간장, 개량, 양조","메뉴명: 두부해물완자
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 두부, 오징어, 생것, 새우, 흰다리새우, 생것, 전분, 감자, 가루, 밀, 부침가루, 달걀, 생것, 꿀, 새우, 꽃새우, 삶아서 말린것, 마늘, 생것, 파, 생것, 양파, 생것, 간장, 개량, 양조"
D121045,고등어카레탕수,튀김류,어패류튀김,"고등어, 생것, 전분, 감자, 가루, 콩기름, 우유, 카레 소스, 가루, 감자, 대지, 생것, 호박, 애호박, 생것, 토마토, 방울토마토, 생것, 양파, 생것, 사과, 생것, 꿀","메뉴명: 고등어카레탕수
메뉴 대분류: 튀김류
메뉴 소분류: 어패류튀김
식재료: 고등어, 생것, 전분, 감자, 가루, 콩기름, 우유, 카레 소스, 가루, 감자, 대지, 생것, 호박, 애호박, 생것, 토마토, 방울토마토, 생것, 양파, 생것, 사과, 생것, 꿀"
D122001,깐풍기,튀김류,육류튀김,"닭고기, 살코기, 튀긴것(튀김옷), 달걀, 부침(달걀프라이), 물엿, 전분, 감자, 가루, 토마토 케첩, 고추, 풋고추, 생것, 고추장, 개량, 발효주, 청주, 알코올 16%, 콩기름, 땅콩, 볶은것, 마늘, 생것, 고추, 빨간색, 생것, 후추, 검은색, 가루","메뉴명: 깐풍기
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 닭고기, 살코기, 튀긴것(튀김옷), 달걀, 부침(달걀프라이), 물엿, 전분, 감자, 가루, 토마토 케첩, 고추, 풋고추, 생것, 고추장, 개량, 발효주, 청주, 알코올 16%, 콩기름, 땅콩, 볶은것, 마늘, 생것, 고추, 빨간색, 생것, 후추, 검은색, 가루"
D122002,닭강정,튀김류,육류튀김,"닭고기, 살코기, 튀긴것(튀김옷), 달걀, 부침(달걀프라이), 물엿, 전분, 감자, 가루, 고추장, 개량, 발효주, 청주, 알코올 16%, 콩기름, 소금, 천일염, 가는소금, 마늘, 생것, 생강, 뿌리줄기, 생것, 설탕, 백설탕, 후추, 검은색, 가루","메뉴명: 닭강정
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 닭고기, 살코기, 튀긴것(튀김옷), 달걀, 부침(달걀프라이), 물엿, 전분, 감자, 가루, 고추장, 개량, 발효주, 청주, 알코올 16%, 콩기름, 소금, 천일염, 가는소금, 마늘, 생것, 생강, 뿌리줄기, 생것, 설탕, 백설탕, 후추, 검은색, 가루"
D122003,닭튀김,튀김류,육류튀김,"닭고기, 살코기, 튀긴것(튀김옷), 달걀, 부침(달걀프라이), 밀, 빵가루, 밀, 중력밀가루, 콩기름, 소금, 천일염, 가는소금, 후추, 검은색, 가루","메뉴명: 닭튀김
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 닭고기, 살코기, 튀긴것(튀김옷), 달걀, 부침(달걀프라이), 밀, 빵가루, 밀, 중력밀가루, 콩기름, 소금, 천일염, 가는소금, 후추, 검은색, 가루"
D122004,돈가스,튀김류,육류튀김,"돼지고기, 등심, 구운것(팬), 밀, 중력밀가루, 달걀, 부침(달걀프라이), 밀, 빵가루, 콩기름, 소금, 천일염, 가는소금, 마늘, 생것, 후추, 검은색, 가루","메뉴명: 돈가스
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 돼지고기, 등심, 구운것(팬), 밀, 중력밀가루, 달걀, 부침(달걀프라이), 밀, 빵가루, 콩기름, 소금, 천일염, 가는소금, 마늘, 생것, 후추, 검은색, 가루"
D122005,돈저냐,튀김류,육류튀김,"돼지고기, 등심, 구운것(팬), 달걀, 부침(달걀프라이), 두부, 밀, 중력밀가루, 콩기름, 양파, 데친것, 당근, 뿌리, 데친것, 마늘, 생것, 소금, 천일염, 가는소금, 파, 대파, 생것, 참기름, 후추, 검은색, 가루","메뉴명: 돈저냐
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 돼지고기, 등심, 구운것(팬), 달걀, 부침(달걀프라이), 두부, 밀, 중력밀가루, 콩기름, 양파, 데친것, 당근, 뿌리, 데친것, 마늘, 생것, 소금, 천일염, 가는소금, 파, 대파, 생것, 참기름, 후추, 검은색, 가루"
D122006,돼지고기강정,튀김류,육류튀김,"돼지고기, 등심, 구운것(팬), 밀, 중력밀가루, 달걀, 부침(달걀프라이), 콩기름, 간장, 개량, 양조, 생강, 뿌리줄기, 생것, 후추, 검은색, 가루","메뉴명: 돼지고기강정
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 돼지고기, 등심, 구운것(팬), 밀, 중력밀가루, 달걀, 부침(달걀프라이), 콩기름, 간장, 개량, 양조, 생강, 뿌리줄기, 생것, 후추, 검은색, 가루"
D122007,돼지고기튀김,튀김류,육류튀김,"돼지고기, 등심, 구운것(팬), 달걀, 부침(달걀프라이), 전분, 감자, 가루, 콩기름, 소금, 천일염, 가는소금, 후추, 검은색, 가루","메뉴명: 돼지고기튀김
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 돼지고기, 등심, 구운것(팬), 달걀, 부침(달걀프라이), 전분, 감자, 가루, 콩기름, 소금, 천일염, 가는소금, 후추, 검은색, 가루"
D122008,라조기,튀김류,육류튀김,"닭고기, 살코기, 튀긴것(튀김옷), 달걀, 부침(달걀프라이), 물엿, 전분, 감자, 가루, 토마토 케첩, 고추, 풋고추, 생것, 고추장, 개량, 발효주, 청주, 알코올 16%, 콩기름, 땅콩, 볶은것, 마늘, 생것, 고추, 빨간색, 생것, 후추, 검은색, 가루","메뉴명: 라조기
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 닭고기, 살코기, 튀긴것(튀김옷), 달걀, 부침(달걀프라이), 물엿, 전분, 감자, 가루, 토마토 케첩, 고추, 풋고추, 생것, 고추장, 개량, 발효주, 청주, 알코올 16%, 콩기름, 땅콩, 볶은것, 마늘, 생것, 고추, 빨간색, 생것, 후추, 검은색, 가루"
D122009,베이컨튀김,튀김류,육류튀김,"베이컨, 달걀, 부침(달걀프라이), 전분, 감자, 가루, 콩기름, 소금, 천일염, 가는소금, 후추, 검은색, 가루","메뉴명: 베이컨튀김
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 베이컨, 달걀, 부침(달걀프라이), 전분, 감자, 가루, 콩기름, 소금, 천일염, 가는소금, 후추, 검은색, 가루"
D122010,비프커틀릿,튀김류,육류튀김,"소고기, 한우, 등심, 구운것(팬), 달걀, 부침(달걀프라이), 밀, 빵가루, 밀, 중력밀가루, 콩기름, 소금, 천일염, 가는소금, 후추, 검은색, 가루","메뉴명: 비프커틀릿
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 소고기, 한우, 등심, 구운것(팬), 달걀, 부침(달걀프라이), 밀, 빵가루, 밀, 중력밀가루, 콩기름, 소금, 천일염, 가는소금, 후추, 검은색, 가루"
D122011,소고기튀김,튀김류,육류튀김,"소고기, 한우, 등심, 구운것(팬), 달걀, 부침(달걀프라이), 밀, 중력밀가루, 토마토 케첩, 콩기름, 소금, 천일염, 가는소금, 후추, 검은색, 가루","메뉴명: 소고기튀김
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 소고기, 한우, 등심, 구운것(팬), 달걀, 부침(달걀프라이), 밀, 중력밀가루, 토마토 케첩, 콩기름, 소금, 천일염, 가는소금, 후추, 검은색, 가루"
D122012,소시지튀김,튀김류,육류튀김,"소시지, 위너(비엔나)소시지, 달걀, 부침(달걀프라이), 밀, 빵가루, 전분, 감자, 가루, 밀, 중력밀가루, 콩기름, 소금, 천일염, 가는소금, 후추, 검은색, 가루","메뉴명: 소시지튀김
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 소시지, 위너(비엔나)소시지, 달걀, 부침(달걀프라이), 밀, 빵가루, 전분, 감자, 가루, 밀, 중력밀가루, 콩기름, 소금, 천일염, 가는소금, 후추, 검은색, 가루"
D122013,양념통닭,튀김류,육류튀김,"닭고기, 전체, 튀긴것, 달걀, 부침(달걀프라이), 물엿, 전분, 감자, 가루, 토마토 소스, 고추, 풋고추, 생것, 고추장, 개량, 발효주, 청주, 알코올 16%, 콩기름, 땅콩, 볶은것, 마늘, 생것, 고추, 빨간색, 생것, 생강, 뿌리줄기, 생것, 후추, 검은색, 가루","메뉴명: 양념통닭
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 닭고기, 전체, 튀긴것, 달걀, 부침(달걀프라이), 물엿, 전분, 감자, 가루, 토마토 소스, 고추, 풋고추, 생것, 고추장, 개량, 발효주, 청주, 알코올 16%, 콩기름, 땅콩, 볶은것, 마늘, 생것, 고추, 빨간색, 생것, 생강, 뿌리줄기, 생것, 후추, 검은색, 가루"
D122014,탕수육,튀김류,육류튀김,"돼지고기, 등심, 구운것(팬), 오이, 다다기, 생것, 전분, 감자, 가루, 달걀, 부침(달걀프라이), 당근, 뿌리, 데친것, 양파, 데친것, 설탕, 백설탕, 콩기름, 토마토 케첩, 간장, 개량, 양조, 마늘, 생것, 후추, 검은색, 가루","메뉴명: 탕수육
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 돼지고기, 등심, 구운것(팬), 오이, 다다기, 생것, 전분, 감자, 가루, 달걀, 부침(달걀프라이), 당근, 뿌리, 데친것, 양파, 데친것, 설탕, 백설탕, 콩기름, 토마토 케첩, 간장, 개량, 양조, 마늘, 생것, 후추, 검은색, 가루"
D122015,햄커틀릿,튀김류,육류튀김,"햄, 등심햄, 달걀, 부침(달걀프라이), 밀, 빵가루, 밀, 중력밀가루, 콩기름, 소금, 천일염, 가는소금, 후추, 검은색, 가루","메뉴명: 햄커틀릿
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 햄, 등심햄, 달걀, 부침(달걀프라이), 밀, 빵가루, 밀, 중력밀가루, 콩기름, 소금, 천일염, 가는소금, 후추, 검은색, 가루"
D122017,새우유자마요,튀김류,육류튀김,"파인애플, 생것, 브로콜리, 생것, 상추, 결구(양상추), 녹색, 생것, 새우, 중하, 생것, 소금, 천일염, 가는소금, 달걀, 난백, 생것, 전분, 감자, 가루, 콩기름, 마요네즈, 유자청, 우유, 땅콩, 볶은것","메뉴명: 새우유자마요
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 파인애플, 생것, 브로콜리, 생것, 상추, 결구(양상추), 녹색, 생것, 새우, 중하, 생것, 소금, 천일염, 가는소금, 달걀, 난백, 생것, 전분, 감자, 가루, 콩기름, 마요네즈, 유자청, 우유, 땅콩, 볶은것"
D122018,쌀 치킨텐더,튀김류,육류튀김,"멥쌀, 백미, 밥, 닭고기, 가슴, 생것, 콩기름, 전분, 감자, 가루, 달걀, 생것, 간장, 개량, 양조, 발효주, 청주, 알코올 16%, 할라페뇨, 통조림, 마요네즈, 겨자 페이스트, 꿀, 식초, 감식초, 유자청","메뉴명: 쌀 치킨텐더
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 멥쌀, 백미, 밥, 닭고기, 가슴, 생것, 콩기름, 전분, 감자, 가루, 달걀, 생것, 간장, 개량, 양조, 발효주, 청주, 알코올 16%, 할라페뇨, 통조림, 마요네즈, 겨자 페이스트, 꿀, 식초, 감식초, 유자청"
D122019,움파목살강정,튀김류,육류튀김,"파, 대파, 생것, 돼지고기, 목심, 생것, 전분, 감자, 가루, 콩기름, 간장, 개량, 양조, 맛술, 마늘, 생것, 후추, 검은색, 가루, 설탕, 백설탕, 간장, 개량, 산분해, 물엿, 참깨, 흰색, 볶은것","메뉴명: 움파목살강정
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 파, 대파, 생것, 돼지고기, 목심, 생것, 전분, 감자, 가루, 콩기름, 간장, 개량, 양조, 맛술, 마늘, 생것, 후추, 검은색, 가루, 설탕, 백설탕, 간장, 개량, 산분해, 물엿, 참깨, 흰색, 볶은것"
D122020,불고기미니볼,튀김류,육류튀김,"소고기, 한우(1++등급), 양지, 생것, 양파, 생것, 밀, 빵가루, 달걀, 생것, 밀, 중력밀가루, 콩기름, 호박, 단호박, 생것, 감자, 대지, 생것, 로즈메리, 말린것, 참기름, 간장, 개량, 양조, 생강청, 후추, 흰색, 가루, 마늘, 다진것, 참깨, 흰색, 볶은것, 딸기, 잼, 오미자청, 생수","메뉴명: 불고기미니볼
메뉴 대분류: 튀김류
메뉴 소분류: 육류튀김
식재료: 소고기, 한우(1++등급), 양지, 생것, 양파, 생것, 밀, 빵가루, 달걀, 생것, 밀, 중력밀가루, 콩기름, 호박, 단호박, 생것, 감자, 대지, 생것, 로즈메리, 말린것, 참기름, 간장, 개량, 양조, 생강청, 후추, 흰색, 가루, 마늘, 다진것, 참깨, 흰색, 볶은것, 딸기, 잼, 오미자청, 생수"
